title,tag,info,comments,content
人类群星闪耀时,豆瓣图书标签: 人物传记,[奥]斯蒂芬·茨威格 / 姜乙 / 上海文艺出版社 / 2019-7 / 49.00元,(867人评价),"当改变命运的时刻降临，犹豫就会败北！
《悉达多》译者姜乙三年打磨，重磅推出的全新译作
“传记之王”斯蒂芬·茨威格代表作品，德文直译无删节版
十四篇历史特写，..."
成为,豆瓣图书标签: 人物传记,[美] 米歇尔·奥巴马 / 胡晓凯、闫洁 / 天地出版社 / 2019-1 / 98.00元,(2557人评价),当米歇尔·罗宾逊还是个小女孩的时候，她的世界还只限于芝加哥南城。那时，他们一家租住在位于二楼的小公寓里，米歇尔和哥哥克雷格共用一间卧室，他们还常常去公园里玩...
永久记录,豆瓣图书标签: 人物传记,[美] 爱德华·斯诺登(Edward Snowden) / 萧美惠、郑胜得 / 民主与建设出版社 / 2019-11 / 68.00元,(548人评价),本书是爱德华•斯诺登的自传，记录了他在童年、少年、成年时期的经历，以及自己价值观变化的全部过程。书中内容既反映了现代网络科技的发展，也表现了作者对美国政府监...
我的前半生,豆瓣图书标签: 人物传记,爱新觉罗·溥仪 / 群众出版社 / 2003-04-01 / 29.00,(4991人评价),溥仪三度当皇帝，是中国近代特定历史环境的结果，他的人生道路凝聚着近现代社会的变迁，其改造过程则折射出国家进步的曙光。溥仪晚年的愿望，是想写一部《我的后半生》...
穷查理宝典,豆瓣图书标签: 人物传记,[美]彼得·考夫曼 (编) / 李继宏 / 上海人民出版社 / 2010-10-01 / 88.00,(9629人评价),《穷查理宝典》收录了查理过去20年来主要的公开演讲。除简单而权威的查理传略外，其后的《芒格的生活、学习和决策方法》以及《芒格主义：查理的即席谈话》整理了芒格...
褚时健传,豆瓣图书标签: 人物传记,周桦 / 中信出版集团 / 2015-12 / 58.00元,(3784人评价),"褚时健，这是一个在中国烟草史上举足轻重的名字，这是一位将地方工厂发展成世界级行业巨头的能人，临近退休却折戟沉沙。
十几年后，褚时健的名字因为橙子享誉大江南北..."
曾国藩传,豆瓣图书标签: 人物传记,张宏杰 / 民主与建设出版社 / 2018-12 / 68.00元,(2785人评价),曾国藩，没有显赫的家世，天赋堪称晚清同时代大人物当中最差，却官至两江总督、直隶总督、武英殿大学士，在复杂的时代变局中超越众人，成就最大，被誉为大清“中兴第一...
列奥纳多·达·芬奇传,豆瓣图书标签: 人物传记,[美]沃尔特·艾萨克森 / 汪冰 / 中信出版社 / 2018-7 / 99.00,(1202人评价),"""达·芬奇是文艺复兴时期伟大的艺术家与科学家，是影响了世界500多年的“网红”。带着顽皮而执着的热情，达·芬奇孜孜不倦地投入对众多领域的创新研究，包括解剖学..."
硅谷钢铁侠,豆瓣图书标签: 人物传记,[美] 阿什利·万斯 / 周恒星 / 中信出版集团 / 2016-4 / 68.00元,(6397人评价),"◎全球首部埃隆•马斯克授权著作！了解埃隆•马斯克最全面、最真实、最经典读本
◎创业者必读。首次披露马斯克如何建立和运营PayPal、特斯拉、Space X、..."
曾国藩（上中下）,豆瓣图书标签: 人物传记,唐浩明 / 人民文学出版社 / 2002-7 / 66.00元,(6391人评价),长篇历史小说《曾国藩》既写曾国藩的文韬武略，也写他的待人处民与生活态度；既写他的困厄与成功，也写他的得宠与失宠。曾国藩制胜的兵法、治军行政的方针，他独特的人...
苏东坡传,豆瓣图书标签: 人物传记,林语堂 / 湖南文艺出版社 / 2016-6 / 28.00,(3590人评价),本书讲述的苏东坡是一个秉性难改的乐天派，是悲天悯人的道德家，是散文作家，是新派的画家，是伟大的书法家，是酿酒的实验者，是工程师，是假道学的反对派，是瑜伽术的...
命运：文在寅自传,豆瓣图书标签: 人物传记,文在寅 / 王萌 / 江苏凤凰文艺出版社 / 2017-12 / 59.80,(1977人评价),"凤凰联动隆重推出《命运：文在寅自传》。《命运：文在寅自传》是韩国现任总统文在寅的首部亲笔自传。
★探析韩国两位总统40年友情之路，了解刀光剑影韩国的缘由始末..."
维特根斯坦传,豆瓣图书标签: 人物传记,[英] 瑞·蒙克 / 王宇光 / 浙江大学出版社 / 2011-6 / 79.00元,(5237人评价),"内容简介：
维特根斯坦，20世纪最重要的哲学家之一，语言哲学的奠基人。
本书是迄今为止最具权威性的维特根斯坦传记，自出版以来广受赞誉。
本书以时间为线索，运..."
苏东坡传,豆瓣图书标签: 人物传记,林语堂 / 张振玉 / 陕西师范大学出版社 / 2006-5 / 24.80元,(16126人评价),"《苏东坡传》是林语堂最得意的作品，中国现代长篇传记开标立范之作。
苏东坡是一个无可救药的乐天派、一个伟大的人道主义者、一个百姓的朋友、一个大文豪、大书法家、..."
心若菩提,豆瓣图书标签: 人物传记,曹德旺 / 人民出版社 / 2015-1 / 49.00,(877人评价),曹德旺1946年出生于福建福清高山，9岁上学，14岁辍学，卖过烟丝、贩过水果、修过板车。1983年承包高山异型玻璃厂。1985年将主业迅速转向汽车玻璃，彻底...
人类的群星闪耀时,豆瓣图书标签: 人物传记,[奥] 斯蒂芬·茨威格 / 舒昌善 / 广西师范大学出版社 / 2004-8 / 18.00元,(16243人评价),《人类群星闪耀时》由奥地利著名小说家创作。《人类群星闪耀时》内容：涌动着匪徒、探险家、叛乱者兼英雄血液的巴尔沃亚成为第一个看到太平洋的欧洲人；仅仅一秒钟的优...
﻿艺术的故事,豆瓣图书标签: 艺术史,[英] 贡布里希 (Sir E.H.Gombrich) / 范景中、杨成凯 / 广西美术出版社 / 2008-04 / 280.00,(11861人评价),《艺术的故事》概括地叙述了从最早的洞窟绘画到当今的实验艺术的发展历程，以阐明艺术史是“各种传统不断迂回、不断改变的历史，每一件作品在这历史中都既回顾过去又导...
现代艺术150年,豆瓣图书标签: 艺术史,[英] 威尔·贡培兹 / 王烁、王同乐 / 广西师范大学出版社 / 2017-3-1 / 65.00元,(5152人评价),要掌握现代艺术的游戏规则，你需要知道些什么？——涵括近百位艺术家及其代表作，梳理二十多个现代艺术流派的渊源流变，勾勒现代艺术的发展历程。这一百五十年来艺术究...
中国艺术与文化,豆瓣图书标签: 艺术史,[美] 杜朴、[美] 文以诚 / 张欣 / 后浪丨湖南美术出版社 / 2019-10 / 258.00元,(99人评价),"中国艺术史的书写典范
全美多所名校指定读本
郑岩作序，巫鸿、安家瑶、朱青生联合推荐
「编辑推荐」
☆ 中文版第 3 次修订，更准确、更完善
☆ 举重若轻还原..."
写给大家的西方美术史,豆瓣图书标签: 艺术史,蒋勋 / 湖南美术出版社 / 2015-7-1 / CNY 68.00,(7270人评价),以时间为纬线，以各个艺术流派的艺术家及其代表性的作品为经线，回到历史现场，从史前时期的一把燧石手斧开始，围绕地中海这一世界西方美术的血脉初源，带你一路走过神...
美的历程,豆瓣图书标签: 艺术史,李泽厚 / 生活·读书·新知三联书店 / 2009-1-1 / 43.00元,(12284人评价),本书是中国美学的经典之作。凝聚了作者李泽厚先生多年研究，他把中国人古往今来对美的感觉玲珑剔透地展现在大家眼前，如斯感性，如斯亲切。今配以精美的插图，本书就更...
我心归处是敦煌,豆瓣图书标签: 艺术史,樊锦诗 口述、顾春芳 撰写 / 译林出版社 / 2019-10 / 68.00元,(242人评价),"她是备受宠爱的江南闺秀，
她是风华正茂的北大高材生，
却奉献了大半辈子的光阴，
守护着荒野大漠的七百三十五座洞窟。
人们亲切地喊她“敦煌的女儿”，
她却说，..."
艺术的故事,豆瓣图书标签: 艺术史,[英]E.H.贡布里希 / 范景中、杨成凯 / 广西美术出版社 / 2015-7 / 320.00元,(715人评价),《艺术的故事》是艺术书籍中最著名、最流行的著作。它概述了从最早的洞窟绘画到当今的实验艺术的发展历程，出版50多年来，一直是这一领域无可匹敌的入门书。全世界不...
大明,豆瓣图书标签: 艺术史,[英]柯律格 / 黄小峰 / 生活·读书·新知三联书店 / 2019-8-1 / 68.00元,(27人评价),《大明》是一部具有创新性和可读性的历史读物，通过丰富的图像和实物材料，呈现了中国历史上的一个文化高峰——明朝。它不是按照时间顺序讲述帝王的更迭，没有面面俱到...
加德纳艺术通史,豆瓣图书标签: 艺术史,弗雷德·S. 克莱纳、克里斯廷·J. 马米亚 / 李建群等 / 湖南美术出版社 / 2013-1 / 298.00元,(911人评价),"根据西方艺术史界享有盛名的《加德纳艺术通史》的第12版翻译出版。
著名学者海伦•加德纳的《世界艺术史》自1926年首次出版以来，因广受好评而不断再版，成为读..."
中国艺术与文化,豆瓣图书标签: 艺术史,[美] 杜朴、[美] 文以诚 / 张欣 / 世界图书出版公司 / 2011-7 / 68.00元,(273人评价),《中国艺术与文化》自2001年初版以来，已被芝加哥大学、斯坦福大学、华盛顿大学等美国多所院校采用为教材。2006年，作者在初版的基础上进行了修订，在保持通俗...
图说中国绘画史,豆瓣图书标签: 艺术史,[美]  高居翰 / 李渝 / 生活·读书·新知三联书店 / 2014-4 / 88.00元,(1751人评价),本书是1958年由瑞士人史基拉策划的一套亚洲艺术丛书之一，以编入他当时已获盛名的欧洲艺术丛书。经喜龙仁推荐，当时正在攻读博士学位的高居翰获得了写作本书的机会...
中国绘画的深意,豆瓣图书标签: 艺术史,[日]宫崎法子 / 傅彦瑶 / 湖南文艺出版社 / 2019-8 / 78.00元,(83人评价),"《中国绘画的深意》是日本汉学家宫崎法子解读中国绘画的经典之作。
作者选取了中国绘画中非常重要的两个类别——山水画、花鸟画，作为其研究对象，以这两类画的兴衰史..."
图像学研究,豆瓣图书标签: 艺术史,欧文·潘诺夫斯基 / 戚印平、范景中 / 上海三联书店 / 2011-5 / 48.00元,(287人评价),《图像学研究--文艺复兴时期艺术的人文主题》(主编冯俊)是《上海三联人文经典书库》之一，书中包括了皮耶罗两组绘画中的人类早期历史、盲目的丘比特、时间老人、佛...
艺术博物馆,豆瓣图书标签: 艺术史,英国费顿出版社 / 王燕飞 (等) / 后浪丨湖南美术出版社 / 2017-10 / 1680.00元,(244人评价),这是一座虚拟的艺术博物馆，由英国费顿出版社（Phaidon Press）创建并策展，收藏了人类最为精美的艺术品，且不受实际空间的限制。约3000件绘画、雕塑...
如何看懂艺术,豆瓣图书标签: 艺术史,翁昕 / 未读·艺术家·北京联合出版公司 / 2018-4 / 68.00元,(827人评价),"一本像小说一样好看的艺术史
本书从欣赏西方艺术的第一站 ——意大利开始，由翁昕带领读者重回伟大艺术的诞生地，亲临罗马、梵蒂冈、庞贝、米兰四大古城，游走于大大..."
中国早期艺术史,豆瓣图书标签: 艺术史,[瑞典]喜仁龙（Osvald Siren） / 陆香 郭雯熙 张同 / 广东人民出版社 / 2019-8 / 228,(10人评价),"全书由《中国早期艺术史》和附录两部分组成。
《中国早期艺术史》初版于1929年，是西方汉学界系统研究中国早期艺术史的发轫之作。全书分四卷：汉朝之前、汉朝、雕..."
图说敦煌二五四窟,豆瓣图书标签: 艺术史,陳海濤、陳琦 / 生活·读书·新知三联书店 / 2017-11 / 96.00元,(879人评价),敦煌莫高窟是中国古代艺术的宝库，完整保存了自北凉到元代绵延一千余年的佛教石窟艺术，至今仍有492座洞窟存留壁画及彩塑。本书旨在以一座曾令张大千、常书鸿、董希...
詹森艺术史（插图第7版）,豆瓣图书标签: 艺术史,[美] H. W. 詹森、J. E. 戴维斯 / 艺术史组合翻译实验小组 / 后浪丨湖南美术出版社 / 2017-10 / 888.00元,(186人评价),"享誉全球五十载的艺术史划时代巨著
………………
※编辑推荐※
★ 艺术史大家 H. W. 詹森 倾力撰写，完整梳理三万年西方艺术发展历程，艺术通史的标杆之作..."
美术馆里聊怪咖,豆瓣图书标签: 艺术史,[日] 山田五郎、[日] 古山淳子 / 汪婷 / 湖南美术出版社 / 2017-12 / 68.00元,(2367人评价),"一本贱萌贱萌的艺术史
蛇精病的外表，史学家的灵魂
.....................
※编辑推荐※
♚ 一档艺术家们的吐槽大会，12位具有代表性的蛇..."
一幅画看日本,豆瓣图书标签: 艺术史,[日] 髙畑勋 / 张颖 / 湖南美术出版社 / 2019-8 / 78.00,(103人评价),"吉卜力工作室创始人、日本动画界殿堂级人物、《萤火虫之墓》《岁月的童话》《百变狸猫》《辉夜姬物语》等经典动画的导演、编剧高畑勋写给大家的30堂日本美术课。
高..."
﻿人类简史,豆瓣图书标签: 人文,[以色列] 尤瓦尔·赫拉利 / 林俊宏 / 中信出版社 / 2014-11 / CNY 68.00,(106321人评价),"十万年前，地球上至少有六种不同的人
但今日，世界舞台为什么只剩下了我们自己？
从只能啃食虎狼吃剩的残骨的猿人，到跃居食物链顶端的智人，
从雪维洞穴壁上的原始..."
这里是中国,豆瓣图书标签: 人文,星球研究所、中国青藏高原研究会 / 中信出版集团 / 2019-9-1 / 168.00元,(1046人评价),"《这里是中国》由星球研究所近3年积累而成
国内第一部全视野中国地理科普著作
庆祝中华人民共和国成立70周年，提升国民视野，传承核心价值观
书架上的中国纪录片..."
菊与刀,豆瓣图书标签: 人文,（美）鲁思・本尼迪克特 / 吕万和、熊达云、王智新 / 商务印书馆 / 1990-6 / 16.00,(52716人评价),“菊”本是日本皇室家徽，“刀”是武士道文化的象征。美国人类学家鲁思・本尼迪克特用《菊与刀》来揭示日本人的矛盾性格亦即日本文化的双重性(如爱美而黩武、尚礼而好...
20世纪思想史,豆瓣图书标签: 人文,[英] 彼得·沃森 / 张凤、杨阳 / 译林出版社 / 2019-10 / 248.00,(122人评价),"★ 《思想史》作者全面解读20世纪，又一部拒绝简化的思想全史
★ 独树一帜的著史笔法，梳理现代人类境况的观念脉络
★ 20世纪为何如此与众不同，除了战争和政..."
未来简史,豆瓣图书标签: 人文,[以色列] 尤瓦尔·赫拉利 / 林俊宏 / 中信出版集团 / 2017-2 / 68.00元,(35362人评价),进入21世纪后，曾经长期威胁人类生存、发展的瘟疫、饥荒和战争已经被攻克，智人面临着新的待办议题：永生不老、幸福快乐和成为具有“神性”的人类。在解决这些新问题...
秘境,豆瓣图书标签: 人文,[美] 乔舒亚·福尔、迪伦·图拉斯、埃拉·莫顿 / 张依玫 / 后浪丨民主与建设出版社 / 2019-6 / 198.00元,(358人评价),"比梦境更离奇的全球隐秘之地
风趣与格调并存的旅行书
美国亚马逊地理类/旅游类畅销书榜首
《纽约时报》年度畅销书
◎ 编辑推荐
☆ 人类自古就着迷于非凡之境，..."
美的历程,豆瓣图书标签: 人文,李泽厚 / 生活·读书·新知三联书店 / 2009-1-1 / 43.00元,(12284人评价),本书是中国美学的经典之作。凝聚了作者李泽厚先生多年研究，他把中国人古往今来对美的感觉玲珑剔透地展现在大家眼前，如斯感性，如斯亲切。今配以精美的插图，本书就更...
文学回忆录（全2册）,豆瓣图书标签: 人文,木心 讲述、陈丹青 笔录 / 广西师范大学出版社 / 2013-1-10 / 98.00元,(29120人评价),"文学是可爱的。生活是好玩的。艺术是要有所牺牲的。
八十年代末，木心客居纽约时期，亦自他恢复写作、持续出书以来，纽约地面的大陆和台湾同行在异国谋饭之中，居然促..."
万古江河,豆瓣图书标签: 人文,许倬云 / 理想国|湖南人民出版社 / 2017-12-1 / 68.00,(948人评价),"★ 与余英时、黄仁宇、杨联陞、何炳棣、张光直比肩的海外华裔史学大家中国通史力作
★ 第三届“文津图书奖”获奖作品
★余英时、姚大力、葛兆光、王子今、许纪霖、..."
我心归处是敦煌,豆瓣图书标签: 人文,樊锦诗 口述、顾春芳 撰写 / 译林出版社 / 2019-10 / 68.00元,(242人评价),"她是备受宠爱的江南闺秀，
她是风华正茂的北大高材生，
却奉献了大半辈子的光阴，
守护着荒野大漠的七百三十五座洞窟。
人们亲切地喊她“敦煌的女儿”，
她却说，..."
人类群星闪耀时,豆瓣图书标签: 人文,斯蒂芬·茨威格 / 张伟 / 北京出版社 / 2005-1 / 25.00元,(5571人评价),"这本茨威格的名著被介绍到中国已经几十年了，我们这次重新翻译、约请历史学者撰写背景资料再重新出版，更多的意义是想透过文字让读者认识到：
　　一、茨威格眼中的英..."
枪炮、病菌与钢铁,豆瓣图书标签: 人文,[美] 贾雷德·戴蒙德 / 谢延光 / 上海世纪出版集团 / 2006-4-1 / 45.00元,(25207人评价),为什么是欧亚大陆人征服、赶走或大批杀死印第安人、澳大利亚人和非洲人，而不是相反？为什么么小麦和玉米、牛和猪以及现代世界的其他一些“不了起的”作物和牲畜出现在...
中国大历史,豆瓣图书标签: 人文,黄仁宇 / 生活·读书·新知三联书店 / 2007-2 / 19.00元,(23727人评价),中国历史典籍浩如烟海，常使初学者不得其门而入。作者倡导“大历史”（macro-history），主张利用归纳法将现有史料高度压缩，先构成一个简明而前后连贯的...
俗世奇人,豆瓣图书标签: 人文,冯骥才 / 作家出版社 / 2008-12 / 18.00元,(12340人评价),《俗世奇人(修订版)》由19个短篇小说连缀构成，各篇文字极精短，半文半白，带有“三言两拍”笔意，作品的风格也接近古典传奇色彩，取话本文学旨趣。书中所讲之事，...
天真的人类学家,豆瓣图书标签: 人文,[英] 奈吉尔·巴利 / 何颖怡 / 广西师范大学出版社 / 2011-7 / 35.00元,(6320人评价),本书诚实但又不失风趣地记录了作为人类学家的作者在非洲喀麦隆多瓦悠人村落两次进行田野工作的经历，将人类学家如何克服乏味、灾难、生病与敌意的真实田野生活拍案叫绝...
北欧，冰与火之地的寻真之旅,豆瓣图书标签: 人文,[英] 迈克尔·布斯 / 梁卿 / 生活·读书·新知三联书店 / 2016-1 / 58.00元,(3360人评价),1539年，在奥拉斯 • 马格努斯绘制的《海图》中， 这里还是一片海上巨怪频出的边陲之境，沉睡近500年之后，一跃成为地球上幸福感最为强烈的地区，仅剩天堂可...
西南联大英文课,豆瓣图书标签: 人文,"陈福田 (作者)、胡晓凯 (编者, 丛书主编) / 罗选民 / 中译出版社 / 2017-3-1 / 78.00",(789人评价),"一、品读八十年前民国英文课本，感受联大通识教育独特魅力。
1 《西南联大英文课》原名《大学一年级英文教本》，是西南联大时期（1937-1946）大一学生的英..."
天空的另一半,豆瓣图书标签: 人文,[美] 尼可拉斯·D.克里斯多夫、[美]雪莉·邓恩 / 吴茵茵 / 浙江人民出版社 / 2014-5 / 39.80元,(6299人评价),"“过去50年来，在世界范围内遭到杀害的女孩，比整个20世纪死于所有战争的男性还要多。仅仅因为她们的性别。”
在普利策新闻奖得主尼可拉斯·D.克里斯多夫和雪莉..."
上瘾五百年,豆瓣图书标签: 人文,[美] 戴维·考特莱特 / 薛绚 / 中信出版社 / 2014-8 / 38.00,(3065人评价),"【内容简介】
写给容易上瘾、关注瘾品，对瘾品的历史感兴趣的读者。
早起喝一杯咖啡，疲倦时点一支烟，聚会时来一瓶可乐，你对这些习惯上瘾吗？
酒精、烟草、咖啡因..."
人间草木,豆瓣图书标签: 人文,汪曾祺 / 江苏文艺出版社 / 2005-01 / 20.00元,(11023人评价),"《人间草木》(汪曾祺著)是汪曾祺优秀的散文集。当代文坛上,能同时在小说和散文两块田地里经营,且自成一家的并不多,汪曾祺先生算是其中的一个。汪曾祺先生是公认的..."
﻿聆听音乐,豆瓣图书标签: 音乐,[美] 克雷格·莱特(Craig Wright) / 余志刚、李秀军 / 生活·读书·新知三联书店 / 2012-4-1 / 88.00元,(1312人评价),《聆听音乐(第5版)》主要结构分三部分，音乐元素、音乐史和美国通俗音乐。在讨论任何音乐概念的同时都结合具体作品分析，并有一目了然的图表作必要辅助。存在于每一...
音乐的极境,豆瓣图书标签: 音乐,[美]爱德华·W.萨义德 / 庄加逊 / 广西师范大学出版社 / 2019-6 / 75.00,(54人评价),"从古尔德、波利尼、布伦德尔，到普莱亚、席夫、鲁普；从切利比达克，到巴伦博伊姆、莱文；从巴赫、莫扎特、贝多芬，到瓦格纳、欣德米特、布列兹……
萨义德以专深音乐..."
游艺黑白,豆瓣图书标签: 音乐,焦元溥 / 理想国 | 广西师范大学出版社 / 2019-10 / 298.00元,(26人评价),"【作品看点】
★当今音乐世界苐一套一手顶尖钢琴家访谈录，经典之作重磅再现，简体版、繁体版、日文版同步问世。
——《游艺黑白——世界钢琴家访问录》于2007年..."
如何假装懂音乐,豆瓣图书标签: 音乐,王硕、储智勇 / 北京联合出版公司 / 2019-7 / 49.8,(321人评价),《如何假装懂音乐》是中国最早也最具影响力的音乐自媒体“坏蛋调频”主理人王硕和储智勇二十年乐评生涯的集大成之作，用轻松幽默讲故事的风格，带领读者回顾了20世纪...
小夜曲,豆瓣图书标签: 音乐,[英] 石黑一雄 / 张晓意 / 上海译文出版社 / 2011-4 / 27.00元,(5963人评价),本书是作者的第一部短篇集，全书以音乐为线索，由五个看似独立却又相互关联的故事组成。故事的主要人物都同音乐情牵相关：郁郁不得志的餐厅乐手，风光不再的过气歌星，...
无尽之河：平克·弗洛伊德传,豆瓣图书标签: 音乐,马克·布莱克 / 陈震 / 雅众文化 | 博集天卷 | 湖南文艺出版社 / 2019-11 / 68.00元,(45人评价),◆ 从初试啼声的《黎明门前的风笛手》，到史诗级巨作《月之暗面》《愿你在此》《迷墙》，直至流淌不息的《无尽之河》 ，《无尽之河：平克·弗洛伊德传》生动再现了这...
音乐即自由,豆瓣图书标签: 音乐,[日] 坂本龙一 / 何启宏 / 中信出版集团/楚尘文化 / 2017-4-1 / 48.00元,(1840人评价),本书是日本著名音乐大师坂本龙一唯一口述自传。幼时的坂本龙一，因为饲养小白兔而作的一曲《小兔之歌》，使他第一次强烈地体会到音乐带来的喜悦。青年时，他是一名彻头...
如何听爵士,豆瓣图书标签: 音乐,[美] 特德·焦亚 / 孙新恺 / 北京联合出版公司  未读·艺术家 / 2018-5-1 / 45.00元,(520人评价),"爵士乐的精髓何在？我们该如何品鉴大师级的演奏？即兴演奏就是随意发挥吗？为什么听、如何听、听什么、听谁的，有关爵士乐的种种疑问，你都将在这里找到答案。
美国杰..."
听音乐（插图第6版）,豆瓣图书标签: 音乐,罗杰·凯密恩（Roger Kamien） / 王美珠、洪崇焜、陈美鸾、杨湘玲 / 世界图书出版公司 / 2008-6 / 78.00元,(1398人评价),"作为一部多次再版的古典与现代音乐教科书，罗杰·凯密恩的《听音乐》以其独特的角度为读者展现了音乐的魅力。
作者首先介绍了掌握音乐的一些基本乐理与技巧，并通过各..."
来自民间的叛逆,豆瓣图书标签: 音乐,袁越 / 新星出版社 / 2018-11-6 / 98.00,(223人评价),这是一部关于美国民歌发展历程的浩荡之作。看一种音乐形式如何与历史时代交织前行，塑造了一代人的精神气质，并将影响延续至今。这也是一本民谣听歌指南。跟随作者的娓...
生命因你而火热,豆瓣图书标签: 音乐,彭磊、庞宽 / 博集天卷 | 雅众文化 | 民主与建设出版社 / 2019-11 / 69.00元,(332人评价),"◆乔杉、柯蓝、张蔷一致推荐
◆中国最富有冒险与创造精神的乐队，《乐队的夏天》冠军“新裤子乐队”！
◆核心成员彭磊、庞宽独家吐露从乐队成军至今的23年历程以及..."
乐之本事,豆瓣图书标签: 音乐,焦元溥 / 广西师范大学出版社 / 2015-8-1 / CNY 58.00,(2037人评价),如果你对古典音乐有兴趣，或准备想要进一步了解它，希望这本书能够提供协助；如果你对古典音乐没有兴趣，这本书有丰富的故事和知识，翻翻看看，或许也能触类旁通；如果...
西方文明中的音乐,豆瓣图书标签: 音乐,[美]保罗•亨利•朗 / 张洪岛、杨燕迪、汤亚汀、杨燕迪 校 / 广西师范大学出版社 / 2014-6 / 198.00元,(238人评价),如书名所示，《西方文明中的音乐》旨在以“西方文明”为整体舞台，展示音乐艺术在近三千年（自古希腊至20世纪初）的漫长历程中所扮演的戏剧性角色。由此出发，《西方...
哥德尔、艾舍尔、巴赫,豆瓣图书标签: 音乐,[美] 侯世达 / 严勇、刘皓明、莫大伟 / 商务印书馆 / 1997-5 / 88.00元,(5901人评价),集异璧－GEB，是数学家哥德尔、版画家艾舍尔、音乐家巴赫三个名字的前缀。《哥德尔、艾舍尔、巴赫书：集异璧之大成》是在英语世界中有极高评价的科普著作，曾获得普...
认识乐理,豆瓣图书标签: 音乐,Bruce Benward、Barbara Garvey Jackson、Bruce R. Jackson / 蒋瑀 / 北京联合出版公司·后浪出版公司 / 2016-7 / 68.00元,(196人评价),"不管学习哪种乐器，乐理知识必不可少！
无需音乐基础，从零开始，轻松走进音乐世界！
..................
※编辑推荐※
☆ 美国高校经典教材，..."
国歌：欧洲民族国家在音乐中的形成,豆瓣图书标签: 音乐,[法]迪迪埃·法兰克福 / 郭昌京 / 上海文化出版社 / 2019-7 / 68.00,(38人评价),音乐可以调控大众，音乐为波澜壮阔的社会爱国运动做着准备，而音乐家则扮演国家英雄的角色。颂歌、歌剧、小调伴随着革命或公民运动。音乐的国家主义功能在1870年战...
只是孩子,豆瓣图书标签: 音乐,[美] 帕蒂·史密斯 / 刘奕 / 广西师范大学出版社 / 2017-1 / 65.00元,(2308人评价),"这是爱的夏天，也是躁动的夏天，一次在布鲁克林的偶遇，将两个年轻人引向了艺术、奉献和启蒙的道路。
日后，帕蒂·史密斯会成为一名诗人和表演者，罗伯特·梅普尔索普..."
论巴赫,豆瓣图书标签: 音乐,[德] 阿尔伯特·施韦泽 / 何源、陈广琛 / 华东师范大学出版社 / 2017-9-1 / 188.00元,(289人评价),本书是阿尔伯特•施韦泽，诺贝尔和平奖获得者，为音乐大师巴赫书写的一部传记。它是西方音乐研究中的必读巨著、经典，甚至，它是一座里程碑。迄今，它已被译成10余种...
听音乐（全彩插图第11版）,豆瓣图书标签: 音乐,[美] 罗杰·凯密恩、Roger Kamien / 韩应潮 / 后浪丨北京联合出版公司 / 2018-7 / 350.00元,(92人评价),"风靡世界的音乐入门经典教材
全面提升你的聆听技巧与理解能力
陈佐湟、余志刚、杨燕迪、孙红杰等倾力推荐
全彩精装，典范之作

………………………………
◎ 编..."
村上春树·音乐,豆瓣图书标签: 音乐,[日]栗原裕一郎、等 / 丁冬 / 陕西师范大学出版社 / 2019-9 / 49.00元,(111人评价),"用一首歌的时间，了解一个你从未踏足的村上春树世界
村上笔下的每一个故事，都隐藏着另一个人的秘密
从《且听风吟》到《挪威的森林》
从《舞！舞！舞！》到《海边的..."
﻿写给大家的西方美术史,豆瓣图书标签: 绘画,蒋勋 / 湖南美术出版社 / 2015-7-1 / CNY 68.00,(7270人评价),以时间为纬线，以各个艺术流派的艺术家及其代表性的作品为经线，回到历史现场，从史前时期的一把燧石手斧开始，围绕地中海这一世界西方美术的血脉初源，带你一路走过神...
病玫瑰,豆瓣图书标签: 绘画,[英] 理查德·巴奈特 / 郭腾杰 / 理想国丨世界图书出版广东有限公司 / 2019-7 / 198.00元,(193人评价),"安能无恙！10种流行疾病挑战你的“审美底线”
豆瓣评分9.4纪录片《手术两百年》推荐
◎内容简介
《病玫瑰》的书名源自威廉•布莱克的同名诗作。书中收录了自1..."
642幅可画的画,豆瓣图书标签: 绘画,美国编年出版社 (Chronicle Books) / 徐阳 / 后浪 | 湖南美术出版社 / 2019-8 / 55.00元,(150人评价),"随心所欲画出脑洞，释放你所有无处安放的想象力
◎ 编辑推荐
☆长踞美国图书畅销排行榜
☆风靡全美的艺术创意冒险书
☆亚马逊读者五星好评全力推荐
☆手账爱好者..."
画家之眼,豆瓣图书标签: 绘画,[美]安德鲁·路米斯 / 陈琇玲 / 北京联合出版公司 / 2016-12-1 / 39.80元,(161人评价),本书展示了天才的艺术家如何思考，高明的画家如何观察世界。同时也启示普通人如何获取灵感。这不仅是一本教你怎么绘画的书，更是一本怎么从不一样的角度去观察和思考世...
素描的诀窍,豆瓣图书标签: 绘画,伯特·多德森 / 蔡强 / 上海人民美术出版社 / 2005-3 / 28.00元,(2513人评价),《素描的诀窍》中的每一章都包含一些设计，这些设计是让读者对所讨论的诀窍进行运用。每章的最后都有一个回顾及设计自我评估部分。这些设计都有的放矢，要求在一定时间...
手术剧场,豆瓣图书标签: 绘画,[英] 理查德·巴奈特 / 郭腾杰 / 理想国丨世界图书出版广东有限公司 / 2019-7 / 198.00元,(86人评价),"刀下留人！一部看着都“疼”的西方医学史
豆瓣评分9.4纪录片《手术两百年》推荐
470幅手术、解剖与器械图像，重现外科学的变革时代
◎内容简介
手术剧场——..."
